"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type"
"1413544507650","36.127","-118.0493333","-0.737","1.53","""ml""","21","78","0.1577","0.29","""ci""","id8074","1457763632475","""13km NW of Coso Junction, CA""","earthquake"
"1413543297920","37.4693333","-118.7891667","1.806","0.49","""md""","9","160","0.1252","0.03","""nc""","id8076","1486252189918","""25km SE of Mammoth Lakes, California""","earthquake"
"1413543172080","37.6533333","-118.857","2.386","0.53","""md""","17","120","0.02252","0.04","""nc""","id8077","1486252184734","""10km E of Mammoth Lakes, California""","earthquake"
"1413543003500","38.8081665","-122.8030014","0.892","0.55","""md""","7","107","0.006306","0.02","""nc""","id8078","1486252179226","""5km NW of The Geysers, California""","earthquake"
"1413542628257","42.1001","-120.221","6.5213","0.47","""ml""","3","235.34","0.161","0.0269","""nn""","id8079","1413923719571","""14km SE of Lakeview, Oregon""","earthquake"
"1413541467091","42.1009","-120.2205","6.2426","0.51","""ml""","3","235.44","0.161","0.0102","""nn""","id8082","1413923448884","""14km SE of Lakeview, Oregon""","earthquake"
"1413541409590","38.8236656","-122.7923355","-0.733","0.55","""md""","4","127","0.01622","0.04","""nc""","id8084","1486252174163","""Northern California""","earthquake"
"1413539668570","35.9985","-120.5988333","3.123","0.28","""md""","10","273","0.01892","0.03","""nc""","id8088","1486252168924","""26km SW of Coalinga, California""","earthquake"
"1413539648980","36.0453333","-120.6156667","4.084","1.48","""md""","52","101","0.02793","0.08","""nc""","id8089","1486252162450","""25km WSW of Coalinga, California""","earthquake"
"1413539646070","36.0468333","-120.6235","0.824","1.4","""md""","25","87","0.03153","0.08","""nc""","id8090","1486252154505","""25km WSW of Coalinga, California""","earthquake"
"1413539641100","37.4726667","-118.7956667","5.109","0.52","""md""","7","161","0.1207","0.03","""nc""","id8091","1486252148944","""Central California""","earthquake"
"1413539541400","38.8183327","-122.821167","2.484","0.56","""md""","6","171","0.01171","0.02","""nc""","id8092","1486252143599","""Northern California""","earthquake"
"1413538947570","37.4781667","-118.7871667","4.355","0.82","""md""","21","156","0.05315","0.04","""nc""","id8098","1486252138144","""24km SE of Mammoth Lakes, California""","earthquake"
"1413538315440","33.4895","-116.4336667","13.854","0.31","""ml""","14","191","0.1232","0.21","""ci""","id8100","1457709179142","""22km SSW of La Quinta, CA""","earthquake"
"1413537906400","36.045","-117.8515","-0.152","-0.03","""ml""","8","165","0.07132","0.15","""ci""","id8104","1457730161849","""9km E of Coso Junction, CA""","earthquake"
"1413536115200","43.7135","-110.4198","11.6","1.9","""mc""","24","115.199990784","0.1670866","0.14","""mb""","id8107","1413822904985","""37km NE of Jackson, Wyoming""","earthquake"
"1413536074400","37.0548333","-97.9183333","5.87","1.96","""ml""","10","115","0.06513","0.04","""ismpkansas""","id8108","1437340634540","""Kansas""","earthquake"
"1413535795430","34.0248333","-118.7568333","9.342","1.2","""ml""","8","174","0.02548","0.09","""ci""","id8110","1457736699405","""5km ENE of Malibu, CA""","earthquake"
"1413535440450","37.4733333","-118.7956667","2.669","0.47","""md""","10","160","0.1198","0.06","""nc""","id8112","1486252132196","""24km SE of Mammoth Lakes, California""","earthquake"
"1413534651400","19.1256","-68.6044","24","3","""Md""","4","306","0.64319374","0.2","""pr""","id8115","1421352209040","""49km ENE of Miches, Dominican Republic""","earthquake"
"1413534443100","18.8407","-68.4919","51","3.3","""Md""","15","295.2","0.34135981","0.18","""pr""","id8116","1421352209040","""27km NE of Otra Banda, Dominican Republic""","earthquake"
"1413534265040","38.7941666","-122.8326645","3.775","0.56","""md""","4","266","0.01532","0.04","""nc""","id8117","1486252122486","""Northern California""","earthquake"
"1413534195190","37.078","-98.0258333","6.64","1.8","""ml""","11","134","0.07164","0.06","""ismpkansas""","id8118","1437340630080","""Kansas""","earthquake"
"1413534127110","36.1265","-118.0448333","-0.737","1.09","""ml""","17","82","0.1541","0.25","""ci""","id8119","1457689732184","""12km NW of Coso Junction, CA""","earthquake"
"1413534063340","33.6005","-116.8171667","8.971","0.88","""ml""","38","42","0.03898","0.14","""ci""","id8120","1457763631153","""14km WNW of Anza, CA""","earthquake"
"1413533667360","37.4796667","-118.7858333","4.68","0.78","""md""","17","154","0.1162","0.03","""nc""","id8121","1486252117706","""24km SE of Mammoth Lakes, California""","earthquake"
"1413532820600","18.898","-64.7379","6","2.8","""Md""","13","270","0.49137846","0.34","""pr""","id8126","1421352209040","""54km NNW of Road Town, British Virgin Islands""","earthquake"
"1413532718470","46.9651667","-124.8678333","39.643","1.59","""md""","18","244","0.7488","0.23","""uw""","id8128","1469216419090","""54km W of Ocean Shores, Washington""","earthquake"
"1413532500730","37.4721667","-118.7821667","5.105","1.89","""md""","34","73","0.05045","0.05","""nc""","id8130","1486252111430","""25km SE of Mammoth Lakes, California""","earthquake"
"1413531967250","37.6498333","-118.8163333","4.739","0.71","""md""","22","94","0.01982","0.04","""nc""","id8132","1486252103828","""13km E of Mammoth Lakes, California""","earthquake"
"1413531149500","17.899","-67.1372","7","1.6","""Md""","3","316.8","0.10869615","0.01","""pr""","id8134","1413549602108","""9km SSE of Pole Ojea, Puerto Rico""","earthquake"
"1413530948600","17.9587","-66.5115","10","2.1","""Md""","10","108","0.07276354","0.2","""pr""","id8135","1413548755464","""3km SSW of Potala Pastillo, Puerto Rico""","earthquake"
"1413530838370","36.9586667","-112.9833333","20.28","2.29","""ml""","15","121","0.1415","0.11","""uu""","id8136","1413566710560","""3km S of Colorado City, Arizona""","earthquake"
"1413530413950","37.078","-98.026","6.74","2.55","""ml""","11","134","0.07154","0.04","""ismpkansas""","id8137","1437340625120","""Kansas""","earthquake"
"1413528159270","37.4823333","-118.7755","10.606","0.63","""md""","14","150","0.1162","0.03","""nc""","id8143","1486252098667","""25km SE of Mammoth Lakes, California""","earthquake"
"1413527361810","37.6548333","-118.8566667","2.506","0.53","""md""","21","123","0.02342","0.05","""nc""","id8146","1486252093759","""10km E of Mammoth Lakes, California""","earthquake"
"1413527109350","37.6535","-118.8558333","2.766","1.08","""md""","24","85","0.02252","0.05","""nc""","id8148","1486252088773","""10km E of Mammoth Lakes, California""","earthquake"
"1413526595100","33.4071667","-116.4361667","14.946","0.63","""ml""","23","65","0.1163","0.2","""ci""","id8149","1457709177081","""18km NNW of Borrego Springs, CA""","earthquake"
"1413526288870","33.4066667","-116.439","13.546","1.05","""ml""","38","97","0.1163","0.25","""ci""","id8150","1457709175337","""18km NNW of Borrego Springs, CA""","earthquake"
"1413526127030","38.8081667","-122.7408333","2.218","1.39","""md""","50","50","0.01171","0.08","""nc""","id8151","1486252082380","""2km SW of Cobb, California""","earthquake"
"1413525645590","37.6555","-118.8328333","1.559","-0.07","""md""","9","146","0.01802","0.03","""nc""","id8152","1486252074302","""Long Valley area, California""","earthquake"
"1413525508300","44.6616","-111.8826","10.6","1.7","""mc""","32","50.399995968","0.1688833","0.15","""mb""","id8153","1413822899254","""56km E of Lima, Montana""","earthquake"
"1413524467490","36.1126667","-118.0403333","-1.645","0.08","""ml""","6","248","0.1503","0.2","""ci""","id8156","1457702467916","""11km NW of Coso Junction, CA""","earthquake"
"1413523707860","36.1261667","-118.0505","-0.538","1.3","""ml""","18","78","0.1586","0.25","""ci""","id8160","1457709173797","""13km NW of Coso Junction, CA""","earthquake"
"1413522940920","38.9675","-111.4425","5.33","0.91","""ml""","6","156","0.1878","0.14","""uu""","id8167","1413571371580","""30km WSW of Ferron, Utah""","earthquake"
"1413522610100","18.714","-64.57","27","3.1","""Md""","4","295.2","0.29824067","0.1","""pr""","id8169","1421352208040","""33km N of Road Town, British Virgin Islands""","earthquake"
"1413521810870","47.8275","-122.5255","22.839","0.77","""md""","11","132","0.1097","0.14","""uw""","id8171","1469216418820","""3km NNW of Kingston, Washington""","earthquake"
"1413521569740","37.4786667","-118.7971667","3.676","0.48","""md""","9","158","0.1144","0.09","""nc""","id8173","1486252069413","""24km SE of Mammoth Lakes, California""","earthquake"
"1413521532420","33.5183333","-116.7416667","4.949","0.23","""ml""","11","188","0.04708","0.1","""ci""","id8174","1457709172545","""8km WSW of Anza, CA""","earthquake"
"1413521263640","37.4715","-118.8055","3.625","0.47","""md""","12","165","0.1198","0.08","""nc""","id8176","1486252064378","""24km SE of Mammoth Lakes, California""","earthquake"
"1413521060050","37.6526667","-118.8166667","3.959","0.47","""md""","17","157","0.02162","0.03","""nc""","id8177","1486252059608","""13km E of Mammoth Lakes, California""","earthquake"
"1413520441780","44.5616667","-111.052","9.65","0.96","""ml""","10","127","0.05628","0.1","""uu""","id8180","1413563138550","""11km SSE of West Yellowstone, Montana""","earthquake"
"1413520411060","37.6518333","-118.816","3.778","0.29","""md""","9","189","0.02072","0.01","""nc""","id8181","1486252054283","""13km E of Mammoth Lakes, California""","earthquake"
"1413520348850","33.2291667","-116.7458333","7.572","0.72","""ml""","20","57","0.01279","0.16","""ci""","id8182","1457670255264","""2km SE of Lake Henshaw, CA""","earthquake"
"1413519688910","37.4761667","-118.7866667","4.78","0.94","""md""","16","156","0.05315","0.02","""nc""","id8184","1486252049149","""25km SE of Mammoth Lakes, California""","earthquake"
"1413519667090","37.4771667","-118.7851667","4.845","1.2","""md""","25","156","0.05135","0.04","""nc""","id8185","1486252042580","""25km SE of Mammoth Lakes, California""","earthquake"
"1413519635860","36.4168333","-120.9875","2.015","1.36","""md""","21","75","0.02703","0.1","""nc""","id8186","1486252035350","""25km ENE of Greenfield, California""","earthquake"
"1413519402130","36.1311667","-118.05","-0.737","1.58","""ml""","21","82","0.1586","0.23","""ci""","id8187","1457750163960","""13km NW of Coso Junction, CA""","earthquake"
"1413519338100","37.4788333","-118.7851667","3.849","0.48","""md""","9","154","0.1171","0.02","""nc""","id8188","1486252030132","""25km SE of Mammoth Lakes, California""","earthquake"
"1413516325830","37.6383333","-118.9251667","5.502","0.21","""md""","17","70","0.02162","0.02","""nc""","id8192","1486252025180","""4km ESE of Mammoth Lakes, California""","earthquake"
"1413515860520","37.48","-118.7923333","2.426","0.96","""md""","22","157","0.05676","0.05","""nc""","id8194","1486252019785","""24km SE of Mammoth Lakes, California""","earthquake"
"1413514685010","38.9598333","-111.4428333","10.55","1.66","""ml""","10","116","0.1802","0.14","""uu""","id8197","1413572640010","""30km WSW of Ferron, Utah""","earthquake"
"1413513997690","38.8238335","-122.7655029","1.789","0.5","""md""","7","96","0.007207","0.01","""nc""","id8199","1486252014585","""Northern California""","earthquake"
"1413513820940","34.8945","-116.6973333","0.179","1.41","""ml""","20","64","0.1616","0.2","""ci""","id8201","1457709171256","""30km E of Barstow, CA""","earthquake"
"1413513646770","38.8276672","-122.7973328","2.454","0.18","""md""","6","103","0.01982","0.02","""nc""","id8202","1486252009736","""Northern California""","earthquake"
"1413513321320","38.8148346","-122.8073349","3.069","1.18","""md""","32","79","0.009009","0.02","""nc""","id8203","1486252005020","""6km NW of The Geysers, California""","earthquake"
"1413513233740","34.1458333","-116.5911667","-0.19","1.01","""ml""","17","93","0.117","0.27","""ci""","id8204","1457750162584","""11km N of Morongo Valley, CA""","earthquake"
"1413513044030","35.7875","-90.149","6.21","1.6","""md""","10","74","0.003853","0.06","""nm""","id8206","1460052434990","""10km S of Manila, Arkansas""","earthquake"
"1413512956530","37.2633333","-118.2341667","7.982","0.94","""md""","4","308","0.1054","0.01","""nc""","id8207","1486251999592","""Central California""","earthquake"
"1413512302710","38.7885017","-122.7458344","1.172","0.37","""md""","7","95","0.009009","0.01","""nc""","id8209","1486251994749","""1km NE of The Geysers, California""","earthquake"
"1413509849680","37.478","-118.7905","3.766","0.77","""md""","18","157","0.1162","0.03","""nc""","id8214","1486251989908","""24km SE of Mammoth Lakes, California""","earthquake"
"1413509161378","42.101","-120.2308","6.2301","0.52","""ml""","3","232.83","0.156","0.0373","""nn""","id8215","1413574516051","""13km SE of Lakeview, Oregon""","earthquake"
"1413509093390","38.8216667","-122.8428333","2.341","1.02","""md""","41","66","0.006306","0.08","""nc""","id8216","1486251984771","""8km WNW of The Geysers, California""","earthquake"
"1413509007600","19.1515","-66.3868","26","2.9","""Md""","7","288","0.87136583","0.12","""pr""","id8217","1421352208040","""75km N of Brenas, Puerto Rico""","earthquake"
"1413508699890","39.235","-123.1418333","3.87","1.55","""md""","15","60","0.127","0.05","""nc""","id8218","1486251979359","""6km ESE of Redwood Valley, California""","earthquake"
"1413506683359","42.1026","-120.2171","5.1797","1.16","""ml""","3","236.19","0.161","0.0552","""nn""","id8222","1413574515447","""14km SE of Lakeview, Oregon""","earthquake"
"1413506000790","36.6558333","-121.2901667","6.536","0.85","""md""","23","70","0.04955","0.07","""nc""","id8223","1486251974248","""18km SSE of Ridgemark, California""","earthquake"
"1413505895130","33.6653333","-116.9305","14.908","0.85","""ml""","21","66","0.02239","0.11","""ci""","id8224","1457696051269","""10km SSW of Valle Vista, CA""","earthquake"
"1413504999420","39.4765","-123.3253333","5.518","1.52","""md""","13","70","0.1802","0.06","""nc""","id8227","1486251968868","""6km NE of Brooktrails, California""","earthquake"
"1413504778190","38.793499","-122.796669","2.476","1.03","""md""","20","119","0.01441","0.02","""nc""","id8229","1486251963790","""3km WNW of The Geysers, California""","earthquake"
"1413503955090","38.9691667","-111.4225","10.8","1.79","""ml""","14","88","0.1889","0.2","""uu""","id8230","1413572299200","""28km WSW of Ferron, Utah""","earthquake"
"1413503019361","42.1018","-120.2291","6.0879","0.16","""ml""","3","233.35","0.156","0.0444","""nn""","id8231","1414193480075","""13km SE of Lakeview, Oregon""","earthquake"
"1413502793070","38.7953333","-122.74","2.024","1.13","""md""","43","49","0.01261","0.06","""nc""","id8233","1486251958662","""2km NE of The Geysers, California""","earthquake"
"1413502659423","42.1005","-120.2302","5.6438","0.71","""ml""","3","233.02","0.157","0.0363","""nn""","id8234","1414193752322","""13km SE of Lakeview, Oregon""","earthquake"
"1413500965080","38.836","-122.7995","1.58","0.8","""md""","32","61","0.007207","0.03","""nc""","id8237","1486251951820","""6km WNW of Cobb, California""","earthquake"
"1413500896210","37.654","-118.8621667","-0.034","0.25","""md""","9","144","0.02613","0.06","""nc""","id8238","1486251943982","""9km E of Mammoth Lakes, California""","earthquake"
"1413500535002","41.88","-119.6255","0.4495","2.27","""ml""","3","243.35","0.505","0.0708","""nn""","id8241","1414190806469","""68km ESE of Lakeview, Oregon""","earthquake"
"1413500361800","36.0195","-117.7731667","0.918","0.9","""ml""","11","72","0.008576","0.13","""ci""","id8243","1457689730947","""15km NE of Little Lake, CA""","earthquake"
"1413500119230","38.9655","-111.4143333","3.34","1.24","""ml""","8","87","0.1854","0.25","""uu""","id8245","1413571896830","""28km WSW of Ferron, Utah""","earthquake"
"1413499712050","37.3085","-119.4888333","32.101","2.02","""md""","12","317","0.4486","0.03","""nc""","id8246","1486251938716","""14km E of Oakhurst, California""","earthquake"
"1413498600570","37.6401667","-118.9211667","6.632","0.39","""md""","13","68","0.01892","0.01","""nc""","id8250","1486251933681","""4km ESE of Mammoth Lakes, California""","earthquake"
"1413498036690","37.6398333","-118.9266667","5.742","1.08","""md""","28","69","0.02252","0.07","""nc""","id8252","1486251928126","""4km ESE of Mammoth Lakes, California""","earthquake"
"1413497964320","40.9641667","-121.5633333","3.635","1.61","""md""","10","140","0.1676","0.11","""nc""","id8253","1486251922866","""12km NE of Burney, California""","earthquake"
"1413497912570","37.6388333","-118.9258333","5.282","0.3","""md""","11","70","0.02252","0.02","""nc""","id8255","1486251917953","""4km ESE of Mammoth Lakes, California""","earthquake"
"1413497687396","39.2413","-120.097","7.8343","0.63","""ml""","12","88.83","0.041","0.1174","""nn""","id8257","1413919731654","""3km W of Tahoe Vista, California""","earthquake"
"1413497322880","33.6768333","-116.7315","16.068","0.38","""ml""","17","104","0.03717","0.08","""ci""","id8260","1457743540008","""7km S of Idyllwild, CA""","earthquake"
"1413497149740","38.8349991","-122.831665","2.283","0.31","""md""","5","114","0.01171","0.01","""nc""","id8261","1486251913116","""9km W of Cobb, California""","earthquake"
"1413497044130","38.8395","-122.83","2.234","1.52","""md""","47","54","0.004505","0.05","""nc""","id8262","1486251906720","""9km WNW of Cobb, California""","earthquake"
"1413496742620","33.503","-116.564","13.415","0.56","""ml""","22","77","0.03298","0.12","""ci""","id8264","1457702466390","""12km ESE of Anza, CA""","earthquake"
"1413495615168","36.8094","-116.2679","3.6369","0.21","""ml""","16","130.02","0.093","0.1106","""nn""","id8266","1413497760262","""45km ESE of Beatty, Nevada""","earthquake"
"1413495548540","36.0835","-117.656","-0.266","1.32","""ml""","19","87","0.1059","0.17","""ci""","id8267","1457670253954","""27km E of Coso Junction, CA""","earthquake"
"1413493781620","38.8093333","-122.8136667","2.17","1.29","""md""","47","56","0.01171","0.05","""nc""","id8271","1486251896050","""6km NW of The Geysers, California""","earthquake"
"1413493271410","32.7738333","-116.8888333","-0.281","1.47","""ml""","23","113","0.05908","0.18","""ci""","id8273","1457722671680","""5km NE of Rancho San Diego, CA""","quarry blast"
"1413493147280","33.317","-116.3253333","11.785","0.91","""ml""","27","99","0.09102","0.33","""ci""","id8274","1457715921081","""8km NE of Borrego Springs, CA""","earthquake"
"1413491187180","35.6261667","-117.8598333","7.998","0.89","""ml""","21","43","0.03064","0.25","""ci""","id8279","1457715919103","""5km WSW of Inyokern, CA""","earthquake"
"1413490511880","37.4726667","-118.7955","2.949","0.71","""md""","12","161","0.1207","0.03","""nc""","id8284","1486251887649","""24km SE of Mammoth Lakes, California""","earthquake"
"1413489778770","37.4728333","-118.7896667","2.339","0.5","""md""","9","159","0.1216","0.07","""nc""","id8287","1486251882107","""25km SE of Mammoth Lakes, California""","earthquake"
"1413486309560","37.4795","-118.7798333","5.233","2.01","""md""","33","153","0.04685","0.05","""nc""","id8292","1486251875460","""24km SE of Mammoth Lakes, California""","earthquake"
"1413486226630","37.4783333","-118.7796667","5.525","2.34","""md""","37","153","0.04685","0.04","""nc""","id8293","1486251866020","""25km SE of Mammoth Lakes, California""","earthquake"
"1413486212120","37.4801667","-118.783","4.745","1.25","""md""","33","153","0.04955","0.08","""nc""","id8294","1486251858215","""25km SE of Mammoth Lakes, California""","earthquake"
"1413485897140","46.1998333","-122.1945","-1","0.24","""md""","11","89","0.002735","0.12","""uw""","id8296","1469216418460","""37km NNE of Amboy, Washington""","earthquake"
"1413485787570","44.1125","-123.0678333","-0.648","1.71","""md""","4","186","0.1032","0.15","""uw""","id8298","1469216418230","""2km S of Coburg, Oregon""","explosion"
"1413485574970","38.8231667","-122.8438333","2.07","0.6","""md""","18","70","0.007207","0.02","""nc""","id8300","1486251852663","""9km NW of The Geysers, California""","earthquake"
"1413485119670","37.7148333","-122.4681667","-0.082","1.09","""md""","9","143","0.05405","0.24","""nc""","id8303","1486251847499","""1km NNW of Daly City, California""","earthquake"
"1413484455892","39.7267","-120.6183","14.7483","0.41","""ml""","7","123.48","0.107","0.0974","""nn""","id8305","1413918859838","""15km SW of Portola, California""","earthquake"
"1413484438360","33.45","-116.445","12.258","0.77","""ml""","25","59","0.07496","0.24","""ci""","id8306","1457730160667","""22km NNW of Borrego Springs, CA""","earthquake"
"1413483912190","36.5835","-121.1208333","9.132","0.65","""md""","13","58","0.05676","0.06","""nc""","id8308","1486251842315","""25km NE of Soledad, California""","earthquake"
"1413483757670","48.41","-122.2098333","-0.922","1.21","""md""","6","236","0.06119","0.22","""uw""","id8309","1469216417980","""2km ENE of Big Lake, Washington""","explosion"
"1413483466520","36.5825","-121.122","7.607","0.93","""md""","14","79","0.05495","0.09","""nc""","id8310","1486251836976","""25km NE of Soledad, California""","earthquake"
"1413483199190","37.4226667","-118.8755","1.769","0.75","""md""","12","211","0.1604","0.03","""nc""","id8311","1486251831830","""26km SSE of Mammoth Lakes, California""","earthquake"
"1413482529990","37.4948333","-118.7858333","3.192","0.72","""md""","13","167","0.05135","0.07","""nc""","id8313","1486251826990","""24km WNW of West Bishop, California""","earthquake"
"1413481007700","45.3455","-112.6153","7.2","1","""mc""","8","161.99998704","0.02155957","0.09","""mb""","id8320","1413822895995","""14km N of Dillon, Montana""","earthquake"
"1413480332950","33.9326667","-116.787","10.981","0.84","""ml""","22","56","0.0992","0.22","""ci""","id8321","1457702465018","""2km N of Cabazon, CA""","earthquake"
"1413480187900","18.6718","-65.1376","34","2.5","""Md""","4","320.4","0.38627557","0.1","""pr""","id8322","1421352207040","""42km NNW of Charlotte Amalie, U.S. Virgin Islands""","earthquake"
"1413479951220","36.1106667","-118.039","-1.135","0.28","""ml""","7","246","0.1493","0.19","""ci""","id8323","1457750161220","""11km NW of Coso Junction, CA""","earthquake"
"1413479871090","37.4755","-118.7806667","4.569","0.68","""md""","12","155","0.1207","0.03","""nc""","id8324","1486251821981","""25km SE of Mammoth Lakes, California""","earthquake"
"1413478996500","46.4803","-112.0923","7.4","1.3","""mc""","18","79.199993664001","0.2802744","0.15","""mb""","id8328","1413822890850","""8km WNW of Clancy, Montana""","earthquake"
"1413478890620","37.48","-118.7806667","4.545","0.62","""md""","9","153","0.1171","0.02","""nc""","id8330","1486251812649","""25km SE of Mammoth Lakes, California""","earthquake"
"1413478407390","43.7255","-121.312","-0.056","-0.04","""md""","5","113","0.008075","0.06","""uw""","id8333","1469216417760","""16km SE of Three Rivers, Oregon""","earthquake"
"1413478372690","39.2338333","-123.145","5.25","1.89","""md""","21","96","0.1243","0.03","""nc""","id8335","1486251807912","""6km SE of Redwood Valley, California""","earthquake"
"1413477956190","38.8071667","-122.8018333","1.316","1.16","""md""","44","43","0.005405","0.04","""nc""","id8337","1486251801480","""5km NW of The Geysers, California""","earthquake"
"1413477611610","34.4768333","-117.758","9.207","2.47","""ml""","66","22","0.07453","0.17","""ci""","id8339","1457709169996","""3km SE of Llano, CA""","earthquake"
"1413477226410","38.864666","-122.8723297","5.585","0.7","""md""","6","318","0.006306","0.05","""nc""","id8341","1486251793955","""Northern California""","earthquake"
"1413477210160","37.4806667","-118.7873333","4.225","0.94","""md""","27","154","0.05225","0.05","""nc""","id8342","1486251787500","""24km SE of Mammoth Lakes, California""","earthquake"
"1413476086040","34.0258333","-117.1566667","7.47","0.88","""ml""","20","88","0.03799","0.11","""ci""","id8343","1457670252592","""4km SE of Redlands, CA""","earthquake"
"1413475864200","37.4755","-118.7798333","5.415","1.2","""md""","29","154","0.04775","0.04","""nc""","id8344","1486251778040","""25km SE of Mammoth Lakes, California""","earthquake"
"1413475836280","37.4798333","-118.7873333","4.012","0.74","""md""","10","155","0.05315","0.03","""nc""","id8346","1486251766539","""24km SE of Mammoth Lakes, California""","earthquake"
"1413475551030","37.4835","-118.7858333","4.245","1","""md""","29","152","0.05135","0.05","""nc""","id8347","1486251761561","""24km SE of Mammoth Lakes, California""","earthquake"
"1413475498290","37.626","-118.9636667","5.855","1.29","""md""","31","87","0.009009","0.04","""nc""","id8348","1486251756427","""2km SSE of Mammoth Lakes, California""","earthquake"
"1413475335690","37.6263333","-118.9648333","5.825","1.24","""md""","29","90","0.00991","0.06","""nc""","id8349","1486251751061","""2km SSE of Mammoth Lakes, California""","earthquake"
"1413475179140","34.4196667","-118.6008333","0.023","1.16","""ml""","16","96","0.0271","0.28","""ci""","id8351","1457696049968","""5km SW of Valencia, CA""","earthquake"
"1413474907590","37.4838333","-118.7861667","4.235","1.51","""md""","37","106","0.05135","0.05","""nc""","id8352","1486251745786","""24km SE of Mammoth Lakes, California""","earthquake"
"1413474803620","37.479","-118.7905","3.975","1.73","""md""","38","157","0.05495","0.09","""nc""","id8353","1486251738990","""24km SE of Mammoth Lakes, California""","earthquake"
"1413474739520","43.722","-121.3126667","0.284","-0.93","""md""","5","98","0.005555","0.05","""uw""","id8354","1469216417490","""16km SE of Three Rivers, Oregon""","earthquake"
"1413474581850","33.1781667","-115.6151667","1.136","1.34","""ml""","18","84","0.0008002","0.38","""ci""","id8355","1457670251192","""11km WNW of Calipatria, CA""","earthquake"
"1413474413830","38.8461685","-122.8228302","1.042","0.68","""md""","7","80","0.008108","0.01","""nc""","id8356","1486251731405","""Northern California""","earthquake"
"1413474259520","35.7963333","-121.2233333","4.418","1.13","""md""","10","106","0.0955","0.05","""nc""","id8357","1486251726331","""17km N of San Simeon, California""","earthquake"
"1413474113660","38.8051682","-122.8133316","2.693","0.69","""md""","11","133","0.01261","0.02","""nc""","id8358","1486251721375","""5km WNW of The Geysers, California""","earthquake"
"1413473965500","18.8833","-65.3137","40","2.9","""Md""","3","313.2","0.57222684","0.15","""pr""","id8359","1421352207040","""64km N of Culebra, Puerto Rico""","earthquake"
"1413473169600","38.9773333","-111.4653333","6.86","1.39","""md""","5","222","0.1997","0.11","""uu""","id8362","1413494576470","""31km WSW of Ferron, Utah""","earthquake"
"1413472824190","37.4695","-118.7993333","3.259","0.5","""md""","10","163","0.1234","0.11","""nc""","id8365","1486251716286","""25km SE of Mammoth Lakes, California""","earthquake"
"1413472494100","45.3321","-112.6138","8.7","1","""mc""","8","161.99998704","0.03233935","0.06","""mb""","id8366","1413822886397","""13km N of Dillon, Montana""","earthquake"
"1413472321420","40.8781667","-123.331","35.783","2.17","""md""","13","74","0.2342","0.08","""nc""","id8367","1486251711515","""26km ESE of Willow Creek, California""","earthquake"
"1413469701730","36.037","-117.7698333","-0.262","1.19","""ml""","21","67","0.01234","0.25","""ci""","id8371","1457702463607","""16km E of Coso Junction, CA""","earthquake"
"1413469160790","38.8026657","-122.7870026","2.74","1.1","""md""","16","69","0.008108","0.02","""nc""","id8373","1486251706511","""3km NW of The Geysers, California""","earthquake"
"1413468852460","47.6228333","-122.1631667","5.291","0.43","""md""","6","247","0.08821","0.16","""uw""","id8375","1469216417250","""3km ENE of Bellevue, Washington""","earthquake"
"1413468711720","38.8178329","-122.8111649","1.479","1.1","""md""","22","71","0.005405","0.02","""nc""","id8376","1486251701310","""6km NW of The Geysers, California""","earthquake"
"1413468643480","37.0775","-98.0266667","6.26","1.57","""ml""","11","134","0.07145","0.05","""ismpkansas""","id8377","1437340605160","""Kansas""","earthquake"
"1413468508300","33.6311667","-116.6788333","14.415","0.82","""ml""","29","104","0.05752","0.16","""ci""","id8379","1457683233829","""8km N of Anza, CA""","earthquake"
"1413467432250","38.7998333","-122.7738333","2.507","0.24","""md""","5","151","0.01261","0.01","""nc""","id8382","1486251696232","""Northern California""","earthquake"
"1413467333470","33.5165","-116.4843333","15.298","0.67","""ml""","24","85","0.04946","0.17","""ci""","id8383","1457730159030","""18km ESE of Anza, CA""","earthquake"
"1413466196510","37.4756667","-118.7853333","4.345","1.33","""md""","27","156","0.05225","0.07","""nc""","id8389","1486251691467","""25km SE of Mammoth Lakes, California""","earthquake"
"1413465817630","38.8185","-122.8243333","3.079","1.32","""md""","43","43","0.00991","0.05","""nc""","id8390","1486251684880","""7km NW of The Geysers, California""","earthquake"
"1413464174270","47.6486667","-122.0133333","5.507","0.28","""md""","6","101","0.1886","0.11","""uw""","id8393","1469216417020","""3km SSE of Union Hill-Novelty Hill, Washington""","earthquake"
"1413462616260","35.8763333","-117.9886667","11.199","1.09","""ml""","16","96","0.06939","0.15","""ci""","id8398","1457736698082","""10km SW of Little Lake, CA""","earthquake"
"1413462595590","35.9443333","-120.4895","8.891","0.76","""md""","35","72","0.01441","0.08","""nc""","id8399","1486251675440","""24km SSW of Coalinga, California""","earthquake"
"1413462542780","36.9645","-121.6068333","4.122","1.05","""md""","24","58","0.01982","0.08","""nc""","id8400","1486251666730","""5km SW of Gilroy, California""","earthquake"
"1413462004440","38.9583333","-111.4033333","12.09","1.32","""ml""","11","71","0.1788","0.26","""uu""","id8404","1413485188740","""27km WSW of Ferron, Utah""","earthquake"
"1413461875267","39.4257","-119.9301","8.066","2.15","""ml""","36","48.66","0.094","0.1328","""nn""","id8406","1413486416902","""9km S of Mogul, Nevada""","earthquake"
