"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type"
"1414991251100","19.1105","-67.2279","24","3.2","""Md""","10","306","0.64768532","0.2","""pr""","id2564","1421744593040","""69km N of San Antonio, Puerto Rico""","earthquake"
"1414991178100","18.9557","-67.133","45","2.6","""Md""","6","327.6","0.77704272","0.07","""pr""","id2565","1421744593040","""51km NNW of Isabela, Puerto Rico""","earthquake"
"1414990117330","38.7576667","-122.7385","1.456","0.55","""md""","10","92","0.007207","0.02","""nc""","id2567","1486260287354","""2km SE of The Geysers, California""","earthquake"
"1414989773481","39.7847","-120.6447","11.6292","0.27","""ml""","5","132.95","0.159","0.0741","""nn""","id2568","1415394688117","""15km W of Portola, California""","earthquake"
"1414989170520","38.8391685","-122.8099976","1.629","0.89","""md""","23","39","0.01532","0.03","""nc""","id2569","1486260282346","""7km WNW of Cobb, California""","earthquake"
"1414989020590","38.8375015","-122.8078308","1.704","0.18","""md""","6","123","0.01441","0","""nc""","id2570","1486260276830","""7km WNW of Cobb, California""","earthquake"
"1414988826740","39.741","-110.8008333","-2.92","2.08","""md""","11","89","0.04623","0.13","""uu""","id2573","1415049687000","""7km NE of Helper, Utah""","earthquake"
"1414988622120","38.8364983","-122.7628326","0.449","0.42","""md""","13","96","0.001802","0.19","""nc""","id2574","1486260271958","""3km WNW of Cobb, California""","earthquake"
"1414987679540","37.6263333","-119.1551667","3.699","0.88","""md""","25","123","0.06036","0.06","""nc""","id2577","1486260265270","""16km W of Mammoth Lakes, California""","earthquake"
"1414987426167","39.3284","-119.943","8.7742","0.16","""ml""","10","76.31","0.162","0.0765","""nn""","id2578","1415117949487","""8km NNE of Incline Village, Nevada""","earthquake"
"1414987325420","38.8408318","-122.8259964","1.574","0.43","""md""","5","116","0.008108","0.01","""nc""","id2579","1486260254087","""9km WNW of Cobb, California""","earthquake"
"1414986297920","39.3591667","-122.8886667","5.954","1.63","""md""","24","45","0.1405","0.06","""nc""","id2581","1486260247200","""21km N of Upper Lake, California""","earthquake"
"1414985750790","37.4758333","-118.8278333","3.12","0.46","""md""","12","170","0.1144","0.04","""nc""","id2583","1486260236656","""23km SSE of Mammoth Lakes, California""","earthquake"
"1414984731630","38.8100014","-122.8123322","2.043","0.6","""md""","13","55","0.01351","0.03","""nc""","id2584","1486260231845","""6km NW of The Geysers, California""","earthquake"
"1414984601700","18.8752","-66.404","51","2.7","""Md""","14","237.6","0.41322503","0.2","""pr""","id2585","1421744593040","""45km N of Brenas, Puerto Rico""","earthquake"
"1414983600320","34.0238333","-118.439","11.827","1.05","""ml""","15","82","0.006328","0.25","""ci""","id2588","1457722722875","""4km SSW of Westwood, CA""","earthquake"
"1414981863400","33.5028333","-116.4965","16.024","0.52","""ml""","21","92","0.06167","0.16","""ci""","id2593","1457743597846","""17km ESE of Anza, CA""","earthquake"
"1414981201000","38.8366661","-122.7756653","1.249","0.69","""md""","9","69","0.006306","0.01","""nc""","id2597","1486260227044","""4km WNW of Cobb, California""","earthquake"
"1414981015350","33.899","-117.9671667","3.547","1.07","""ml""","31","201","0.0587","0.2","""ci""","id2598","1457702525133","""4km WNW of Fullerton, CA""","earthquake"
"1414980719220","37.6698333","-118.8691667","1.177","0.49","""md""","15","151","0.03243","0.05","""nc""","id2601","1486260222099","""9km ENE of Mammoth Lakes, California""","earthquake"
"1414980213140","38.8390007","-122.8296661","1.896","0.45","""md""","7","75","0.004505","0.01","""nc""","id2602","1486260216970","""9km WNW of Cobb, California""","earthquake"
"1414977533330","40.4678333","-121.5186667","2.528","0.04","""md""","4","225","0.003604","0.03","""nc""","id2607","1486260212038","""Lassen Peak area, California""","earthquake"
"1414977044290","36.537","-121.1235","3.009","1.89","""md""","41","59","0.05946","0.08","""nc""","id2608","1486260205650","""22km NE of Soledad, California""","earthquake"
"1414976297670","35.709","-121.0015","5.022","1.13","""md""","32","49","0.04144","0.07","""nc""","id2609","1486260196220","""11km W of Lake Nacimiento, California""","earthquake"
"1414975719320","38.7929993","-122.7580032","1.252","0.81","""md""","8","102","0.01892","0.01","""nc""","id2610","1486260188654","""1km N of The Geysers, California""","earthquake"
"1414974875660","36.6678333","-121.289","2.62","2.63","""md""","66","40","0.01261","0.08","""nc""","id2612","1486260182350","""17km SSE of Ridgemark, California""","earthquake"
"1414973810173","40.0679","-120.139","11.0104","0.55","""ml""","10","142.48","0.124","0.1035","""nn""","id2613","1414977669949","""40km NE of Portola, California""","earthquake"
"1414973450940","37.6625","-118.8448333","5.089","0.39","""md""","16","128","0.02523","0.03","""nc""","id2616","1486260173018","""11km E of Mammoth Lakes, California""","earthquake"
"1414972233700","19.3059","-64.4903","30","3","""Md""","6","316.8","1.24416667","0.23","""pr""","id2622","1421744592040","""99km N of Road Town, British Virgin Islands""","earthquake"
"1414971988170","38.8106651","-122.7958298","2.416","1.18","""md""","26","39","0.002703","0.02","""nc""","id2623","1486260168107","""5km NW of The Geysers, California""","earthquake"
"1414971871820","37.6661667","-118.8465","4.149","0.14","""md""","9","166","0.02793","0.03","""nc""","id2624","1486260162886","""11km E of Mammoth Lakes, California""","earthquake"
"1414971130850","37.6615","-118.8436667","4.279","0.12","""md""","9","150","0.02432","0.01","""nc""","id2626","1486260157763","""11km E of Mammoth Lakes, California""","earthquake"
"1414969006480","38.8406677","-122.8063354","1.704","0.07","""md""","6","128","0.01261","0.01","""nc""","id2629","1486260152400","""Northern California""","earthquake"
"1414968044290","36.09","-120.6683333","3.344","1.72","""md""","55","111","0.06216","0.09","""nc""","id2634","1486260145780","""28km W of Coalinga, California""","earthquake"
"1414966510670","35.1173333","-118.2713333","7.016","1.04","""ml""","18","55","0.1389","0.23","""ci""","id2635","1457670306591","""11km NW of Mojave, CA""","earthquake"
"1414966448090","49.3746667","-120.5241667","-0.54","1.62","""md""","3","217","0.5963","0.26","""uw""","id2636","1469216447850","""9km S of Princeton, Canada""","explosion"
"1414965595120","38.8250008","-122.7641678","1.674","1","""md""","18","53","0.007207","0.05","""nc""","id2639","1486260137348","""3km W of Cobb, California""","earthquake"
"1414965563940","40.282","-124.2833333","14.12","1.71","""md""","14","196","0.02883","0.11","""nc""","id2640","1486260131616","""28km SSW of Rio Dell, California""","earthquake"
"1414964295420","35.7213333","-121.0981667","7.098","0.92","""md""","13","110","0.05946","0.03","""nc""","id2642","1486260126091","""12km NE of San Simeon, California""","earthquake"
"1414963926010","41.7038333","-111.652","9.23","0.97","""md""","6","153","0.1167","0.28","""uu""","id2644","1415049346180","""13km E of Providence, Utah""","earthquake"
"1414963058700","44.8555","-112.5133","12","1.3","""mc""","18","89.999992800001","0.2398502","0.2","""mb""","id2645","1415297196652","""25km NNE of Lima, Montana""","earthquake"
"1414962883160","38.7929993","-122.758667","0.716","0.99","""md""","18","54","0.01982","0.03","""nc""","id2646","1486260120869","""1km N of The Geysers, California""","earthquake"
"1414961204150","38.8095016","-122.8126678","0.607","0.55","""md""","6","107","0.01261","0.06","""nc""","id2650","1486260115339","""Northern California""","earthquake"
"1414961092280","37.2011667","-122.1286667","16.451","1.79","""md""","21","73","0.08108","0.11","""nc""","id2651","1486260109150","""8km N of Boulder Creek, California""","earthquake"
"1414961084150","37.2106667","-122.1266667","13.083","1.33","""md""","19","84","0.09099","0.07","""nc""","id2652","1486260101802","""9km N of Boulder Creek, California""","earthquake"
"1414958519223","41.8945","-119.6213","0","1.78","""ml""","3","319.25","0.508","0.0655","""nn""","id2658","1415462420952","""68km ESE of Lakeview, Oregon""","earthquake"
"1414956249610","38.8100014","-122.8125","1.97","0.68","""md""","13","49","0.01351","0.02","""nc""","id2662","1486260096746","""6km NW of The Geysers, California""","earthquake"
"1414955987860","38.7921677","-122.7686691","3.958","0.56","""md""","8","135","0.02162","0.01","""nc""","id2664","1486260091734","""1km NNW of The Geysers, California""","earthquake"
"1414955975700","38.7941666","-122.8096695","2.763","0.85","""md""","17","86","0.008108","0.02","""nc""","id2665","1486260086739","""4km WNW of The Geysers, California""","earthquake"
"1414954492040","38.8275","-122.8516667","2","0.36","""md""","19","60","0.004505","0.01","""nc""","id2669","1486260081102","""9km NW of The Geysers, California""","earthquake"
"1414953937140","38.7875","-122.7708333","2.654","0.28","""md""","17","62","0.01441","0.05","""nc""","id2670","1486260075853","""1km NW of The Geysers, California""","earthquake"
"1414953352680","38.8336678","-122.8106689","1.814","0.81","""md""","19","51","0.01081","0.03","""nc""","id2673","1486260070534","""7km W of Cobb, California""","earthquake"
"1414953183060","38.8363333","-122.8085","2.519","0.01","""md""","16","53","0.01261","0.04","""nc""","id2674","1486260065452","""Northern California""","earthquake"
"1414952859990","34.2805","-118.4425","8.011","1.09","""ml""","18","104","0.03047","0.2","""ci""","id2676","1457709220394","""0km WSW of San Fernando, CA""","earthquake"
"1414952496500","40.8396667","-111.5635","7.36","1.42","""ml""","26","41","0.1069","0.12","""uu""","id2678","1415048943680","""11km NNE of Summit Park, Utah""","earthquake"
"1414952490950","38.8353333","-122.8091667","2.499","1.86","""md""","50","27","0.01171","0.05","""nc""","id2679","1486260058650","""7km W of Cobb, California""","earthquake"
"1414952414990","38.8339996","-122.8099976","1.661","0.43","""md""","6","93","0.01081","0.02","""nc""","id2680","1486260050806","""7km W of Cobb, California""","earthquake"
"1414952245350","38.8358345","-122.8078308","1.694","0.45","""md""","7","123","0.01261","0.01","""nc""","id2682","1486260045878","""7km WNW of Cobb, California""","earthquake"
"1414952191000","38.8381667","-122.807","1.869","0.62","""md""","21","55","0.01261","0.02","""nc""","id2683","1486260041005","""7km WNW of Cobb, California""","earthquake"
"1414952160660","38.8381667","-122.8071667","1.729","2.13","""md""","65","33","0.01351","0.04","""nc""","id2684","1486260033710","""7km WNW of Cobb, California""","earthquake"
"1414951971820","38.8361667","-122.8096667","2.279","1.45","""md""","52","29","0.01261","0.05","""nc""","id2685","1486260021490","""7km WNW of Cobb, California""","earthquake"
"1414951254320","38.8378334","-122.8081665","1.604","0.7","""md""","12","72","0.01441","0.01","""nc""","id2688","1486260013549","""7km WNW of Cobb, California""","earthquake"
"1414951074710","38.8371667","-122.8101667","1.759","2.1","""md""","56","30","0.01351","0.05","""nc""","id2689","1486260006480","""7km WNW of Cobb, California""","earthquake"
"1414950151780","37.894","-121.584","12.932","1.81","""md""","23","200","0.08919","0.14","""nc""","id2690","1486259996320","""2km SE of Discovery Bay, California""","earthquake"
"1414948478863","39.3504","-120.0026","6.617","0.98","""ml""","15","59.28","0.099","0.1195","""nn""","id2695","1414961055892","""11km NNW of Incline Village, Nevada""","earthquake"
"1414947014130","40.8388333","-111.5676667","6.34","1.22","""ml""","24","43","0.1101","0.11","""uu""","id2701","1415048387520","""10km NNE of Summit Park, Utah""","earthquake"
"1414946170660","39.3238333","-123.1876667","4.724","1.82","""md""","25","39","0.1477","0.04","""nc""","id2704","1486259988184","""6km NNE of Redwood Valley, California""","earthquake"
"1414945671980","37.6626667","-118.8448333","4.893","0.26","""md""","16","129","0.02613","0.04","""nc""","id2707","1486259982992","""11km E of Mammoth Lakes, California""","earthquake"
"1414944375960","38.8181667","-122.8023333","2.579","1.29","""md""","45","24","0.008108","0.05","""nc""","id2710","1486259971040","""6km W of Cobb, California""","earthquake"
"1414943774400","35.2183333","-120.5955","8.297","0.88","""md""","15","71","0.06937","0.05","""nc""","id2714","1486259959838","""9km SE of San Luis Obispo, California""","earthquake"
"1414942598530","37.4911667","-118.765","7.976","0.69","""md""","13","142","0.1117","0.04","""nc""","id2719","1486259954239","""25km SE of Mammoth Lakes, California""","earthquake"
"1414942586470","37.1535","-98.0311667","4.1","1.78","""ml""","9","130","0.05924","0.03","""ismpkansas""","id2720","1437341244840","""Kansas""","earthquake"
"1414941349250","37.6596667","-118.8611667","0.936","0.17","""md""","12","146","0.02973","0.05","""nc""","id2721","1486259948433","""9km E of Mammoth Lakes, California""","earthquake"
"1414940948400","18.1578","-67.2471","21","1.7","""Md""","3","302.4","0.15451023","0.18","""pr""","id2723","1414949708065","""11km NW of Puerto Real, Puerto Rico""","earthquake"
"1414940569990","37.4996667","-118.7981667","8.751","1.3","""md""","31","119","0.06216","0.03","""nc""","id2724","1486259941360","""22km SE of Mammoth Lakes, California""","earthquake"
"1414940335690","38.7468333","-122.7075","2.397","0.66","""md""","4","194","0.01081","0.03","""nc""","id2725","1486259931514","""Northern California""","earthquake"
"1414939952010","35.7985","-121.3353333","8.118","1.33","""md""","9","191","0.1009","0.03","""nc""","id2726","1486259926879","""21km NW of San Simeon, California""","earthquake"
"1414935673910","37.4861667","-118.846","5.435","0.87","""md""","23","171","0.1045","0.03","""nc""","id2739","1486259921914","""21km SSE of Mammoth Lakes, California""","earthquake"
"1414935457950","34.2761667","-117.014","8.623","0.99","""ml""","20","53","0.02048","0.18","""ci""","id2740","1457689790652","""10km WNW of Big Bear Lake, CA""","earthquake"
"1414935228518","40.2916","-119.7149","11.8242","0","""ml""","5","271.88","0.122","0.0548","""nn""","id2741","1415311439402","""42km SW of Gerlach-Empire, Nevada""","earthquake"
"1414934835680","38.8223343","-122.8426666","1.641","0.82","""md""","15","72","0.006306","0.03","""nc""","id2743","1486259916899","""9km NW of The Geysers, California""","earthquake"
"1414931795620","35.6888333","-121.0796667","5.787","1.53","""md""","35","76","0.06036","0.07","""nc""","id2749","1486259910720","""11km ENE of San Simeon, California""","earthquake"
"1414929519810","32.0785","-116.8335","4.435","2.11","""ml""","14","192","0.2544","0.31","""ci""","id2757","1457763693857","""18km SSE of Primo Tapia, B.C., MX""","earthquake"
"1414929501382","41.88","-119.6182","1.0137","2.96","""ml""","4","146","0.51","0.1387","""nn""","id2758","1421744591040","""69km ESE of Lakeview, Oregon""","earthquake"
"1414928481000","47.706","-122.841","12.216","0.44","""md""","8","183","0.08904","0.17","""uw""","id2761","1469216447620","""7km N of Seabeck, Washington""","earthquake"
"1414928231880","38.8199997","-122.8713303","5.165","0.09","""md""","5","312","0.03333","0.02","""nc""","id2765","1486259899755","""Northern California""","earthquake"
"1414928068270","38.8188324","-122.7634964","2.132","0.42","""md""","6","153","0.01441","0.01","""nc""","id2766","1486259895073","""3km W of Cobb, California""","earthquake"
"1414923974220","33.5521667","-117.015","12.817","0.65","""ml""","17","51","0.0977","0.2","""ci""","id2770","1457676880909","""13km E of Murrieta Hot Springs, CA""","earthquake"
"1414923425170","38.8396683","-122.8379974","1.471","0.43","""md""","11","98","0.01892","0.04","""nc""","id2771","1486259890102","""9km NW of The Geysers, California""","earthquake"
"1414921988240","34.1866667","-117.5338333","8.64","0.89","""ml""","21","60","0.03455","0.17","""ci""","id2778","1457689789322","""8km NNE of Rancho Cucamonga, CA""","earthquake"
"1414919930370","37.3778333","-122.1876667","4.839","0.93","""md""","9","155","0.01712","0.04","""nc""","id2783","1486259885200","""2km SSE of Ladera, California""","earthquake"
"1414919386430","36.8859","-116.1922","6.2772","0.58","""ml""","12","102.16","0.051","0.1435","""nn""","id2785","1414944669363","""50km E of Beatty, Nevada""","earthquake"
"1414919334340","38.8118324","-122.8183365","2.44","1.04","""md""","23","50","0.009009","0.03","""nc""","id2786","1486259878352","""6km NW of The Geysers, California""","earthquake"
"1414919164700","18.1637","-67.1996","25","2.8","""Md""","17","223.2","0.07456017","0.07","""pr""","id2787","1414921177642","""7km WSW of Mayaguez, Puerto Rico""","earthquake"
"1414918411190","36.922","-112.7318333","0.96","1.77","""ml""","8","233","0.1189","0.14","""uu""","id2790","1415047923640","""18km W of Fredonia, Arizona""","earthquake"
"1414918226100","36.6691667","-121.2996667","3.57","1.18","""md""","31","68","0.02162","0.06","""nc""","id2791","1486259871920","""16km SSE of Ridgemark, California""","earthquake"
"1414918184440","33.259","-116.255","8.707","1.04","""ml""","26","80","0.06614","0.21","""ci""","id2792","1457722721403","""11km E of Borrego Springs, CA""","earthquake"
"1414917706600","36.6698333","-121.2958333","3.6","1.24","""md""","23","70","0.01802","0.05","""nc""","id2794","1486259864293","""17km SSE of Ridgemark, California""","earthquake"
"1414917687990","36.6711667","-121.2955","4","1.68","""md""","47","43","0.01802","0.05","""nc""","id2796","1486259857250","""16km SSE of Ridgemark, California""","earthquake"
"1414917466200","33.4908333","-116.7971667","8.031","0.73","""ml""","28","41","0.08962","0.29","""ci""","id2797","1457702523689","""8km NE of Aguanga, CA""","earthquake"
"1414916975950","35.2175","-120.5931667","8.187","1.17","""md""","16","73","0.07027","0.05","""nc""","id2798","1486259846439","""9km SE of San Luis Obispo, California""","earthquake"
"1414916492590","38.8193333","-122.7631667","2.253","0.28","""md""","21","58","0.01261","0.05","""nc""","id2800","1486259841252","""3km W of Cobb, California""","earthquake"
"1414916396150","38.8216667","-122.7645035","1.974","0.5","""md""","9","95","0.00991","0.01","""nc""","id2801","1486259836022","""3km W of Cobb, California""","earthquake"
"1414915578440","33.9911667","-117.0055","17.898","0.87","""ml""","16","125","0.1174","0.23","""ci""","id2804","1457722720037","""4km E of Calimesa, CA""","earthquake"
"1414915042560","37.3885","-113.8256667","1.35","0.98","""md""","9","143","0.07728","0.05","""uu""","id2806","1415047552890","""22km SSW of Enterprise, Utah""","earthquake"
"1414914911600","17.7926","-68.6959","123","3.8","""Md""","18","334.8","1.52533935","0.37","""pr""","id2807","1421744590040","""65km S of Boca de Yuma, Dominican Republic""","earthquake"
"1414914671840","33.8083333","-116.7331667","15.647","0.79","""ml""","23","111","0.05909","0.11","""ci""","id2808","1457709219058","""8km N of Idyllwild, CA""","earthquake"
"1414914362670","33.76","-115.936","0.522","0.91","""ml""","17","113","0.09818","0.12","""ci""","id2809","1457715983982","""23km NE of Thermal, CA""","earthquake"
"1414913669590","34.7908333","-116.2586667","4.272","1.51","""ml""","17","67","0.07366","0.21","""ci""","id2810","1457763691929","""12km NW of Ludlow, CA""","earthquake"
"1414910860830","32.6961667","-115.3968333","12.048","1.58","""ml""","15","179","0.1167","0.32","""ci""","id2814","1457730207833","""8km NE of Mexicali, B.C., MX""","earthquake"
"1414910150520","36.7516667","-121.2753333","5.786","1.06","""md""","28","75","0.02523","0.08","""nc""","id2817","1486259829280","""10km SE of Ridgemark, California""","earthquake"
"1414908883320","38.8091667","-122.8183333","2.92","0.26","""md""","21","101","0.008108","0.04","""nc""","id2818","1486259821500","""6km WNW of The Geysers, California""","earthquake"
"1414908778060","48.9091667","-122.716","16.941","1.84","""ml""","16","211","0.1893","0.18","""uw""","id2819","1469216447370","""2km ESE of Birch Bay, Washington""","earthquake"
"1414908144030","38.9655","-123.2801667","4.046","1.78","""md""","14","72","0.07297","0.06","""nc""","id2821","1486259816200","""8km ESE of Boonville, California""","earthquake"
"1414908113700","18.7709","-65.2782","51","2.7","""Md""","14","219.6","0.45993743","0.25","""pr""","id2822","1421744590040","""51km N of Culebra, Puerto Rico""","earthquake"
"1414907885140","37.6243333","-118.8465","7.311","0.33","""md""","17","99","0.00991","0.03","""nc""","id2823","1486259811237","""11km ESE of Mammoth Lakes, California""","earthquake"
"1414907505850","37.6305","-118.8903333","2.119","0.13","""md""","16","100","0.01081","0.03","""nc""","id2825","1486259806241","""7km ESE of Mammoth Lakes, California""","earthquake"
"1414907176240","36.9647","-116.177","0","0.63","""ml""","8","121.73","0.088","0.1093","""nn""","id2827","1415297032456","""52km E of Beatty, Nevada""","earthquake"
"1414905341890","37.9176667","-122.0721667","13.196","1.46","""md""","36","55","0.06306","0.06","""nc""","id2830","1486259799860","""1km NNW of Walnut Creek, California""","earthquake"
"1414905054930","37.4706667","-118.7846667","4.665","0.95","""md""","25","158","0.05315","0.05","""nc""","id2832","1486259788040","""25km SE of Mammoth Lakes, California""","earthquake"
"1414904319850","36.0076667","-120.5725","2.716","0.27","""md""","12","117","0.02883","0.07","""nc""","id2836","1486259780368","""24km SW of Coalinga, California""","earthquake"
"1414903512420","38.8348351","-122.8006668","1.684","0.19","""md""","6","108","0.01351","0.01","""nc""","id2837","1486259774656","""6km WNW of Cobb, California""","earthquake"
"1414903486480","37.0726667","-121.8708333","7.656","0.86","""md""","8","103","0.04685","0.02","""nc""","id2838","1486259769860","""4km N of Day Valley, California""","earthquake"
"1414901835270","46.1326667","-122.1588333","4.807","0.15","""md""","8","193","0.007817","0.15","""uw""","id2842","1469216447040","""33km NE of Amboy, Washington""","earthquake"
"1414901694522","38.266","-118.7983","12.2021","1.84","""ml""","16","40.96","0.193","0.1325","""nn""","id2843","1414902800446","""32km SSW of Hawthorne, Nevada""","earthquake"
"1414900874090","33.2935","-116.2698333","1.806","1.12","""ml""","36","38","0.1014","0.31","""ci""","id2845","1457676879552","""11km ENE of Borrego Springs, CA""","earthquake"
"1414900556130","38.824501","-122.8239975","2.511","0.52","""md""","7","136","0.009009","0.02","""nc""","id2846","1486259765149","""7km NW of The Geysers, California""","earthquake"
"1414900375710","33.6936667","-116.75","16.661","0.81","""ml""","27","59","0.0346","0.14","""ci""","id2847","1457702522237","""6km SSW of Idyllwild, CA""","earthquake"
"1414900257930","38.8088341","-122.815834","2.5","0.55","""md""","10","118","0.01081","0.02","""nc""","id2849","1486259760330","""6km NW of The Geysers, California""","earthquake"
"1414899960752","37.291","-116.4453","10.3516","0.33","""ml""","13","190.97","0.008","0.1449","""nn""","id2850","1414901337334","""50km NNE of Beatty, Nevada""","earthquake"
"1414899549600","17.9909","-67.0375","11","1.6","""Md""","3","208.8","0.02245788","0.05","""pr""","id2853","1414914837694","""2km NNE of La Parguera, Puerto Rico""","earthquake"
"1414898836370","32.9483333","-115.5225","14.232","1.51","""ml""","22","88","0.05672","0.37","""ci""","id2856","1457670305072","""4km SSE of Brawley, CA""","earthquake"
"1414898692190","38.2605","-122.1596667","9.853","1.54","""md""","25","106","0.04865","0.11","""nc""","id2857","1486259755388","""0km NNE of Green Valley, California""","earthquake"
"1414898395600","38.7813339","-122.7310028","1.689","0.28","""md""","7","123","0.004505","0.04","""nc""","id2859","1486259750274","""Northern California""","earthquake"
"1414898370700","38.8438339","-122.8268356","1.393","0.18","""md""","5","135","0.009009","0.02","""nc""","id2860","1486259745213","""Northern California""","earthquake"
"1414898245470","36.7421667","-89.4876667","12.35","1.4","""md""","13","67","0.02899","0.14","""nm""","id2861","1460052511700","""10km WSW of East Prairie, Missouri""","earthquake"
"1414895998510","40.8768333","-123.4635","22.976","2.12","""md""","23","54","0.2036","0.14","""nc""","id2862","1486259739250","""15km ESE of Willow Creek, California""","earthquake"
"1414895851670","45.8626667","-122.933","23.837","0.91","""md""","12","162","0.2269","0.21","""uw""","id2863","1469216446800","""8km NW of Warren, Oregon""","earthquake"
"1414895429112","38.2618","-118.796","8.7969","2.13","""ml""","14","41.42","0.197","0.1364","""nn""","id2864","1457696110721","""32km SSW of Hawthorne, Nevada""","earthquake"
"1414895224600","37.6608333","-118.8543333","1.893","0.29","""md""","9","158","0.02703","0.04","""nc""","id2866","1486259729175","""10km E of Mammoth Lakes, California""","earthquake"
"1414894910300","37.6511667","-118.8481667","0.809","0.16","""md""","8","129","0.01622","0.03","""nc""","id2868","1486259724025","""10km E of Mammoth Lakes, California""","earthquake"
"1414894229520","32.7315","-115.41","16.893","2.21","""ml""","25","109","0.07987","0.32","""ci""","id2869","1457715982533","""9km SSW of Holtville, CA""","earthquake"
"1414893294370","38.8186667","-122.8081667","3.109","2.12","""md""","69","27","0.005405","0.04","""nc""","id2871","1486259717430","""6km NW of The Geysers, California""","earthquake"
"1414892888840","45.8556667","-122.9498333","24.357","0.96","""md""","11","162","0.2312","0.23","""uw""","id2873","1469216446550","""8km WNW of Warren, Oregon""","earthquake"
"1414892481520","38.7941666","-122.7471695","0.275","0.72","""md""","11","81","0.01351","0.02","""nc""","id2874","1486259708990","""2km NNE of The Geysers, California""","earthquake"
"1414891904170","33.6636667","-116.7775","11.46","0.96","""ml""","41","44","0.06758","0.17","""ci""","id2875","1457722718467","""10km SSW of Idyllwild, CA""","earthquake"
"1414891332420","38.7796667","-122.7143333","2.697","0.17","""md""","19","99","0.007207","0.05","""nc""","id2878","1486259704077","""3km E of The Geysers, California""","earthquake"
"1414889083530","38.8178329","-122.7663345","2.011","0.73","""md""","6","126","0.01261","0.01","""nc""","id2885","1486259698911","""Northern California""","earthquake"
"1414888995490","33.9801667","-117.1821667","13.989","0.97","""ml""","23","70","0.08001","0.26","""ci""","id2886","1457709217724","""7km NE of Moreno Valley, CA""","earthquake"
"1414888170700","18.0912","-63.6287","29","3","""Md""","4","320.4","0.99263839","0.3","""pr""","id2888","1421744589040","""57km W of Marigot, Saint Martin""","earthquake"
"1414886837130","38.8176651","-122.7651672","1.764","0.51","""md""","8","81","0.01351","0.03","""nc""","id2892","1486259694128","""3km W of Cobb, California""","earthquake"
"1414884615890","38.8505","-122.7961667","0.565","-0.19","""md""","11","127","0.004505","0.08","""nc""","id2895","1486259689296","""Northern California""","earthquake"
"1414884577900","45.7513333","-123.019","26.294","1.89","""ml""","21","89","0.2399","0.14","""uw""","id2896","1469216446260","""11km W of Scappoose, Oregon""","earthquake"
"1414883544320","36.6543333","-121.2738333","2.65","0.45","""md""","18","78","0.01171","0.06","""nc""","id2899","1486259684286","""19km SSE of Ridgemark, California""","earthquake"
"1414882982900","40.7036667","-124.2383333","10.447","2.37","""md""","31","161","0.1955","0.12","""nc""","id2900","1486259677790","""4km WSW of Humboldt Hill, California""","earthquake"
"1414882165660","38.8293343","-122.7975006","2.764","0.88","""md""","6","100","0.01171","0.02","""nc""","id2902","1486259667164","""6km W of Cobb, California""","earthquake"
"1414881799530","38.8089981","-122.7959976","-0.752","0.5","""md""","8","141","0.01261","0.17","""nc""","id2904","1486259662080","""4km NW of The Geysers, California""","earthquake"
"1414881441200","32.936","-115.5246667","13.252","1.78","""ml""","19","79","0.04588","0.24","""ci""","id2906","1457763690666","""5km S of Brawley, CA""","earthquake"
"1414880214360","38.8300018","-122.8096695","1.497","0.94","""md""","17","44","0.006306","0.04","""nc""","id2909","1486259657119","""7km W of Cobb, California""","earthquake"
"1414878759220","34.2006667","-117.5446667","8.629","1.07","""ml""","20","75","0.03729","0.24","""ci""","id2914","1457715981042","""8km SSW of Lytle Creek, CA""","earthquake"
"1414878641610","32.9541667","-115.5478333","12.622","2.24","""ml""","16","82","0.1316","0.26","""ci""","id2916","1457715979607","""3km SSW of Brawley, CA""","earthquake"
"1414878438470","38.788","-122.7518333","3.651","0.56","""md""","5","150","0.02072","0.01","""nc""","id2918","1486259651812","""Northern California""","earthquake"
"1414876903410","32.9513333","-115.5388333","13.002","3.35","""ml""","54","75","0.05302","0.25","""ci""","id2919","1457663728766","""3km SSW of Brawley, CA""","earthquake"
"1414876631080","37.5148333","-118.6988333","6.776","0.95","""md""","9","187","0.1279","0.04","""nc""","id2920","1486259646865","""27km NW of West Bishop, California""","earthquake"
"1414876476150","38.8048325","-122.7979965","3.468","0.51","""md""","7","188","0.003604","0.01","""nc""","id2921","1486259641826","""4km NW of The Geysers, California""","earthquake"
"1414876287770","37.1275","-97.5343333","3.61","2.45","""ml""","11","168","0.06767","0.05","""ismpkansas""","id2922","1437341236000","""Kansas""","earthquake"
"1414875927360","34.0338333","-117.2401667","18.399","1.12","""ml""","26","83","0.07969","0.15","""ci""","id2923","1457750226172","""2km SE of Loma Linda, CA""","earthquake"
"1414875783260","41.8835","-111.474","10.41","1.12","""md""","6","140","0.1939","0.06","""uu""","id2924","1415046258150","""28km E of Richmond, Utah""","earthquake"
"1414874961270","38.8089981","-122.8251648","2.04","0.43","""md""","13","114","0.003604","0.03","""nc""","id2926","1486259636908","""6km WNW of The Geysers, California""","earthquake"
"1414874886510","33.6808333","-116.6956667","17.346","0.39","""ml""","14","131","0.02178","0.06","""ci""","id2927","1457722716049","""7km SSE of Idyllwild, CA""","earthquake"
"1414874117910","37.5276667","-121.8393333","2.95","0.95","""md""","12","115","0.04054","0.04","""nc""","id2929","1486259632189","""12km NNE of Milpitas, California""","earthquake"
